,label,youtube_id,time_start,time_end,split
546,exercising with an exercise ball,0GC584HX6XU,42,52,train
547,exercising with an exercise ball,0S7_R0Ft6vY,40,50,train
548,exercising with an exercise ball,0qLiHIJgUZ0,39,49,train
549,exercising with an exercise ball,1WGwiNyTt48,29,39,train
550,exercising with an exercise ball,1hHkgTnf9BY,242,252,train
551,exercising with an exercise ball,1ibqSd-0zMY,14,24,train
552,exercising with an exercise ball,2B58pRj7IRU,4,14,train
553,exercising with an exercise ball,3R81zuUD_L0,1,11,train
554,exercising with an exercise ball,3TwjzUN8eYg,55,65,train
555,exercising with an exercise ball,3aD6E0X-PmE,3,13,train
556,exercising with an exercise ball,3pV3-uACwo4,0,10,train
557,exercising with an exercise ball,3xte815Hisc,4,14,train
558,exercising with an exercise ball,4BnSWMv13jE,108,118,train
559,exercising with an exercise ball,4_cHMVC0nw0,1,11,train
560,blowing out candles,-5WZ2MfBhz8,11,21,train
561,blowing out candles,-6xaLevd_z4,38,48,train
562,blowing out candles,-8M6XG8uP_o,21,31,train
563,blowing out candles,-9GOvo_CfRw,28,38,train
564,blowing out candles,-KkHyoafXmw,73,83,train
565,blowing out candles,-TMNOCKit8c,1,11,train
566,blowing out candles,-ZElkWIcWXM,30,40,train
567,blowing out candles,-k0zZOzKwus,20,30,train
568,blowing out candles,-qZfxFH0r4E,50,60,train
569,blowing out candles,0-Gb1q-g_to,46,56,train
570,blowing out candles,0AqjFxIXFSA,40,50,train
571,blowing out candles,0Dbqyd-mHVk,4,14,train
572,blowing out candles,0DsJ7Saj2eQ,11,21,train
573,blowing out candles,0KNJtZdmFPI,9,19,train
574,blowing out candles,0MG-iN-w5UY,0,10,train
575,watering plants,-8E267pU6ZY,97,107,train
576,watering plants,-QjAyuhLDZg,0,10,train
577,watering plants,-SKEHtP4qUw,0,10,train
578,watering plants,-cs5CLXF4LU,4,14,train
579,watering plants,-k4YH8G0_eI,119,129,train
580,watering plants,-t9gfWhZLEo,674,684,train
581,watering plants,049Q-4zbw88,24,34,train
582,watering plants,05Ru2KOKSy8,3,13,train
583,watering plants,0D3f4gs79ig,0,10,train
584,watering plants,0DZE5Xg22gY,21,31,train
585,watering plants,0J03vovXv4s,47,57,train
586,watering plants,0S6xC55qlaw,19,29,train
587,watering plants,1O4cGpXF88c,44,54,train
588,watering plants,1PulSbc8aC4,39,49,train
589,watering plants,1WdyWZH42NM,37,47,train
590,cheerleading,-4kKgG116hE,279,289,train
591,cheerleading,-5EWpX5lfRM,18,28,train
592,cheerleading,-5Ea_Vj8ohs,68,78,train
593,cheerleading,-8MxLnIeAG0,409,419,train
594,cheerleading,-FOzZ9GIbrA,24,34,train
595,cheerleading,-Gq-e8AkCPo,6,16,train
596,cheerleading,-KQPRvt8A_0,146,156,train
597,cheerleading,-MP3lJPKpcI,85,95,train
598,cheerleading,-MSdmmApn2w,22,32,train
599,cheerleading,-NRp6QMkfdM,10,20,train
600,cheerleading,-NUF_s3hLhE,4,14,train
601,cheerleading,-PXHUmynekY,191,201,train
602,cheerleading,-ch-KT3j_mY,0,10,train
603,cheerleading,-gNiXF-fWRE,50,60,train
604,cheerleading,-hQo6ONdpcQ,19,29,train
605,milking cow,-2LiVPczCr8,138,148,train
606,milking cow,-3N2gRXnmsE,101,111,train
607,milking cow,-5d8Q_ca7bM,20,30,train
608,milking cow,-6u7lnRGS58,184,194,train
609,milking cow,-CbkApe0H-g,12,22,train
610,milking cow,-K74JEPrJJQ,43,53,train
611,milking cow,-MYJtLnxUqY,31,41,train
612,milking cow,-Olw5bPU_RE,493,503,train
613,milking cow,-gJmR_kGWXE,0,10,train
614,milking cow,-gQJhQsWFXA,38,48,train
615,milking cow,-jRvvpzCh7w,0,10,train
616,milking cow,-ptMoBcBe7Y,28,38,train
617,milking cow,-tTErlr0HuI,113,123,train
618,milking cow,-tjARoxdBJw,4,14,train
619,milking cow,-xxpyScg_vY,0,10,train
620,snowboarding,-0SoxHZp0SM,91,101,train
621,snowboarding,-2Km-NboGO4,2,12,train
622,snowboarding,-6CevYEU9Fw,13,23,train
623,snowboarding,-8hKdGdvZdg,80,90,train
624,snowboarding,-9-4fix3fxQ,121,131,train
625,snowboarding,-AZAa3cH6V0,142,152,train
626,snowboarding,-ApmVDKi5BU,87,97,train
627,snowboarding,-CNY_UACaZk,36,46,train
628,snowboarding,-F0Hh-YYbN4,191,201,train
629,snowboarding,-MQMUIUkw0I,157,167,train
630,snowboarding,-NCS1mBFr4w,285,295,train
631,snowboarding,-QACQuhMlt4,24,34,train
632,snowboarding,-QAojXhw5UE,0,10,train
633,snowboarding,-R9Hn7uKzuU,199,209,train
634,snowboarding,-Vro-aRtfuw,140,150,train
635,driving car,-KSm0RzIF-Y,30,40,train
636,driving car,-MVb_xJglWU,8,18,train
637,driving car,-O3D5G8xrok,222,232,train
638,driving car,-RdREpFcycY,50,60,train
639,driving car,-Y7su5UxZkc,2,12,train
640,driving car,-qzjWXpmWoI,3,13,train
641,driving car,-vL0AJPil6E,47,57,train
642,driving car,00P8qGvMgX4,87,97,train
643,driving car,08us014ZLkU,105,115,train
644,driving car,09hrf4tspQM,7,17,train
645,driving car,0CVnwFc58Rg,97,107,train
646,driving car,0OcMQ2Z49gw,45,55,train
647,driving car,0VKc8TbBloE,24,34,train
648,driving car,0WCttfSBVS8,117,127,train
